1,2
3,15
3,16
4,5
6,0
7,0
7,1
7,2
7,6
7,5
7,8
7,9
9,1
9,2
10,0
10,1
10,2
10,3
10,4
10,6
10,7
10,8
10,9
7,11
9,11
11,1
11,2
10,11
7,12
12,6
10,12
7,13
12,13
10,13
12,0
14,0
14,2
14,1
14,7
14,8
14,9
10,14
6,17
6,18
6,19
6,20
6,21
6,22
6,23
6,24
6,25
6,26
6,27
6,28
6,29
